Age,Household_Income,Credit_Score_Range,Vehicle_Year,Current_Mileage,Lead_Score,Purchased,Car_Make,Car_Model,Ownership_Type,Marital_Status,Education_Level,Homeowner_Status,Employment_Status,Gender,Preferred_Contact_Method,Lead_Source,Device_Type,Insurance_Status,Do_Not_Call,Email_Opt_In,Visited_Website_Last_30_Days,Clicked_Email_Last_30_Days,Opened_Email_Last_30_Days,Region,Zip_Code,Phone_Valid,Email_Valid,Vehicle_Use,Language_Preference,Military_Status,Has_Children,Outdoor_Activity_Level,Purchase_Intention,Number_of_Vehicles,Years_in_Current_Home,Past_Warranty_Purchase,Service_History,Recent_Move,Household_Size,Estimated_Home_Value,Estimated_Rent,Utilities_Included,Subscribed_To_Competitor,Warranty_Interest_Level,Credit_Card_Holder,Bank_Loan,Social_Media_Engagement,Online_Shopping_Frequency,Mobile_App_User,Streaming_Services_User,Data_Sharing_Consent
32,75-100K,700-749,2006,123649,58,0,Kia,3 Series,Leased,Married,Some College,Homeowner,Employed Part-Time,Other,Email,Event,Tablet,Yes,Yes,No,No,Yes,Yes,Midwest,87662,No,No,Mixed,English,None,No,High,Low,2,36,Yes,Occasional,No,2,400-600K,<500,Yes,Yes,High,Yes,Yes,Low,Medium,Yes,No,Yes
47,30-50K,700-749,2009,89327,50,0,Honda,3 Series,Owned,Single,Some College,Living with Family,Employed Part-Time,Male,Text,Website,Mobile,No,Yes,No,No,No,Yes,Midwest,67261,No,No,Personal,Other,None,No,Low,Low,5,11,No,Occasional,No,2,100-200K,<500,No,Yes,High,No,Yes,Low,Low,Yes,No,Yes
89,50-75K,650-699,2015,195387,63,0,Ford,Silverado,Financed,Divorced,Some College,Living with Family,Employed Full-Time,Other,Text,Cold Call,Desktop,No,Yes,Yes,Yes,No,No,Northeast,10167,Yes,No,Business,Other,Active Duty,Yes,Medium,Medium,4,22,No,Regular,No,5,100-200K,500-1000,No,Yes,High,No,Yes,Medium,Medium,Yes,Yes,No
83,50-75K,700-749,2010,98424,81,0,Honda,F-150,Leased,Single,Associate Degree,Living with Family,Retired,Female,Phone,Cold Call,Tablet,Yes,No,Yes,Yes,Yes,No,Midwest,34901,No,No,Mixed,Spanish,Active Duty,Yes,Low,High,4,36,No,Regular,Yes,3,<100K,1500-2000,Yes,No,Low,No,Yes,High,High,Yes,Yes,No
30,100-150K,650-699,2007,124143,49,0,Ford,Altima,Financed,Widowed,Bachelor's Degree,Living with Family,Self-Employed,Male,Mail,Referral,Mobile,No,No,Yes,No,Yes,No,West,70956,No,Yes,Business,Other,Veteran,Yes,High,Low,1,5,No,None,No,5,100-200K,2000+,Yes,No,Low,No,No,Low,High,No,No,Yes
55,<30K,750-800,2017,187250,69,1,Toyota,Sorento,Leased,Married,High School,Renter,Employed Part-Time,Male,Email,Referral,Desktop,Yes,No,Yes,No,Yes,Yes,South,51910,Yes,Yes,Business,Other,Active Duty,No,Medium,Low,4,0,No,Regular,No,2,100-200K,2000+,Yes,Yes,Low,Yes,No,Low,Medium,No,No,No
50,150K+,800+,2020,149952,100,1,Volkswagen,Elantra,Owned,Married,Associate Degree,Renter,Employed Part-Time,Other,Mail,Website,Mobile,No,Yes,Yes,No,No,No,Northeast,54284,No,No,Business,Spanish,None,Yes,Low,High,3,28,No,Occasional,No,5,<100K,500-1000,No,Yes,Medium,No,No,High,Low,Yes,Yes,No
47,30-50K,700-749,2021,105744,65,0,Honda,Sorento,Leased,Single,Some College,Homeowner,Employed Part-Time,Male,Email,Website,Mobile,Yes,No,Yes,No,No,No,West,93284,Yes,Yes,Personal,Spanish,Active Duty,No,Low,Medium,5,35,No,Occasional,Yes,3,<100K,1000-1500,Yes,No,High,Yes,Yes,High,Low,Yes,Yes,No
79,75-100K,<600,2018,134553,63,0,Toyota,Corolla,Financed,Married,Doctorate,Homeowner,Retired,Male,Email,Event,Tablet,No,No,No,No,No,No,South,38601,No,No,Mixed,Other,None,No,High,High,1,32,No,None,No,3,<100K,1500-2000,Yes,No,Medium,No,No,Medium,Low,No,Yes,Yes
58,100-150K,650-699,2021,62993,74,1,Toyota,Jetta,Financed,Divorced,Doctorate,Homeowner,Employed Full-Time,Other,Mail,Event,Mobile,No,No,No,Yes,Yes,No,Midwest,99957,No,No,Mixed,Spanish,Veteran,Yes,Medium,High,4,8,No,None,Yes,6,200-400K,<500,Yes,No,High,No,No,Medium,Medium,No,No,No
34,75-100K,700-749,2008,123348,50,0,Toyota,Jetta,Leased,Single,Bachelor's Degree,Homeowner,Retired,Male,Mail,Email Campaign,Mobile,No,Yes,Yes,Yes,Yes,No,West,84632,No,Yes,Business,Other,Veteran,Yes,Medium,Medium,2,20,Yes,Regular,No,3,100-200K,500-1000,Yes,No,High,Yes,No,Low,Medium,No,No,No
74,<30K,<600,2017,1223,42,0,Toyota,Sorento,Owned,Divorced,High School,Renter,Retired,Male,Phone,Website,Tablet,Yes,Yes,No,No,Yes,Yes,West,75973,No,Yes,Personal,English,Active Duty,No,Medium,Low,5,38,No,Occasional,Yes,3,400-600K,1000-1500,Yes,Yes,Medium,Yes,Yes,High,Low,Yes,Yes,Yes
54,50-75K,700-749,2023,132286,53,1,Honda,F-150,Financed,Single,Bachelor's Degree,Living with Family,Self-Employed,Other,Phone,Email Campaign,Desktop,Yes,Yes,Yes,Yes,No,No,West,26199,No,No,Mixed,English,Veteran,Yes,Medium,Medium,1,33,No,None,Yes,4,<100K,2000+,Yes,No,High,Yes,No,High,Low,Yes,No,Yes
78,50-75K,650-699,2016,184401,83,0,Mercedes,Altima,Owned,Single,Master's Degree,Renter,Employed Part-Time,Other,Mail,Event,Desktop,Yes,Yes,Yes,Yes,No,Yes,Northeast,77070,Yes,Yes,Business,Other,Veteran,No,Medium,Medium,4,3,Yes,Regular,Yes,3,200-400K,1000-1500,No,Yes,High,Yes,Yes,High,Low,Yes,No,No
31,50-75K,<600,2019,163002,38,1,Nissan,F-150,Financed,Divorced,Some College,Homeowner,Unemployed,Female,Mail,Event,Mobile,No,No,Yes,Yes,Yes,Yes,Midwest,23593,No,No,Mixed,Other,Active Duty,Yes,High,Medium,3,39,Yes,None,Yes,4,400-600K,<500,No,No,High,Yes,No,Low,Medium,Yes,Yes,No
32,75-100K,700-749,2021,137128,64,0,Volkswagen,F-150,Financed,Married,Bachelor's Degree,Renter,Unemployed,Male,Phone,Website,Tablet,Yes,No,No,Yes,Yes,No,South,41574,No,No,Personal,Other,Veteran,No,Medium,High,1,29,No,None,No,1,400-600K,1500-2000,No,Yes,Medium,Yes,Yes,Medium,Medium,Yes,Yes,Yes
88,50-75K,600-649,2014,133257,61,0,Kia,Silverado,Leased,Widowed,Associate Degree,Renter,Employed Full-Time,Male,Mail,Event,Tablet,No,No,No,Yes,Yes,Yes,Northeast,54742,No,No,Mixed,Other,Active Duty,Yes,Low,High,4,8,No,Regular,No,5,100-200K,500-1000,Yes,No,High,No,Yes,Low,Medium,Yes,No,Yes
19,150K+,<600,2023,32301,54,0,Hyundai,Elantra,Leased,Married,Bachelor's Degree,Homeowner,Retired,Other,Phone,Email Campaign,Mobile,No,Yes,Yes,Yes,Yes,No,South,76074,No,No,Mixed,Other,Veteran,No,Medium,Medium,3,28,Yes,Regular,No,5,600K+,1000-1500,No,Yes,High,Yes,No,Low,Medium,Yes,Yes,No
64,150K+,<600,2008,199432,64,0,BMW,Sorento,Financed,Widowed,Doctorate,Living with Family,Retired,Female,Mail,Website,Tablet,Yes,Yes,No,Yes,Yes,Yes,Midwest,44993,Yes,No,Mixed,Spanish,Veteran,Yes,High,Medium,2,34,Yes,Occasional,No,1,600K+,2000+,Yes,No,High,No,Yes,Medium,Medium,No,No,Yes
70,75-100K,650-699,2005,194948,60,0,Nissan,Silverado,Leased,Widowed,Some College,Living with Family,Self-Employed,Other,Email,Referral,Mobile,No,Yes,Yes,Yes,Yes,Yes,West,15326,No,No,Mixed,Spanish,Veteran,Yes,High,Medium,1,21,No,None,Yes,1,100-200K,1000-1500,Yes,No,Medium,No,Yes,Low,Medium,Yes,Yes,Yes
67,100-150K,<600,2021,41778,63,0,Mercedes,Sorento,Leased,Widowed,High School,Renter,Employed Part-Time,Male,Text,Event,Mobile,No,Yes,No,Yes,Yes,No,West,41502,Yes,Yes,Mixed,Spanish,Active Duty,Yes,Medium,Medium,5,18,Yes,None,No,5,600K+,1500-2000,No,Yes,Medium,Yes,No,Low,High,Yes,Yes,Yes
46,30-50K,650-699,2007,55255,49,0,Chevrolet,C-Class,Owned,Married,Master's Degree,Living with Family,Unemployed,Other,Phone,Referral,Desktop,No,No,Yes,Yes,Yes,Yes,Midwest,43018,Yes,Yes,Business,Spanish,Active Duty,No,High,Medium,4,20,Yes,Occasional,Yes,5,<100K,2000+,Yes,Yes,Low,Yes,No,Low,High,No,No,Yes
67,<30K,800+,2014,114734,45,0,Mercedes,C-Class,Leased,Single,Bachelor's Degree,Homeowner,Retired,Male,Email,Cold Call,Tablet,No,Yes,No,No,Yes,Yes,Northeast,15475,Yes,No,Mixed,Other,Veteran,No,Low,Low,3,13,No,None,Yes,2,100-200K,500-1000,No,Yes,High,Yes,Yes,Low,Medium,Yes,No,Yes
73,30-50K,750-800,2013,25743,68,0,Chevrolet,Jetta,Financed,Divorced,Associate Degree,Homeowner,Employed Part-Time,Male,Text,Email Campaign,Desktop,Yes,No,No,No,No,No,Midwest,84128,No,No,Business,English,Veteran,No,Low,High,4,17,No,Regular,No,4,400-600K,1500-2000,No,No,Medium,Yes,Yes,Low,Low,Yes,No,Yes
87,75-100K,700-749,2022,51493,92,0,Nissan,F-150,Leased,Single,High School,Living with Family,Employed Full-Time,Other,Mail,Email Campaign,Desktop,Yes,No,No,Yes,No,No,Midwest,87280,No,Yes,Business,Other,None,Yes,Medium,Medium,5,0,Yes,None,Yes,5,100-200K,1500-2000,Yes,Yes,Low,Yes,No,Medium,High,Yes,No,Yes
24,<30K,650-699,2007,69299,23,0,BMW,Silverado,Owned,Married,Master's Degree,Renter,Unemployed,Female,Mail,Website,Desktop,No,Yes,No,No,Yes,No,West,57880,Yes,No,Business,English,None,No,Medium,Medium,4,30,Yes,None,Yes,4,100-200K,500-1000,Yes,No,High,Yes,Yes,High,Medium,Yes,Yes,No
89,30-50K,650-699,2015,188810,68,0,Ford,Elantra,Leased,Widowed,Bachelor's Degree,Homeowner,Retired,Male,Mail,Website,Desktop,Yes,Yes,Yes,Yes,Yes,Yes,Northeast,31802,No,Yes,Mixed,Spanish,None,Yes,High,Low,3,5,Yes,Occasional,No,4,100-200K,500-1000,No,Yes,Low,Yes,No,High,Low,No,No,Yes
81,50-75K,650-699,2012,99145,69,1,Mercedes,Civic,Owned,Single,Some College,Living with Family,Retired,Other,Mail,Referral,Tablet,Yes,Yes,No,Yes,Yes,Yes,West,96427,Yes,Yes,Mixed,Other,Active Duty,No,Medium,High,5,27,Yes,Occasional,No,3,600K+,2000+,Yes,No,High,No,No,High,High,No,No,No
25,100-150K,700-749,2011,1433,70,0,Toyota,Jetta,Leased,Single,Master's Degree,Homeowner,Unemployed,Other,Email,Event,Mobile,No,Yes,Yes,No,No,No,West,84012,No,No,Mixed,Spanish,Veteran,No,High,Low,4,11,No,None,No,3,200-400K,2000+,No,No,Low,Yes,Yes,Low,High,No,Yes,Yes
82,30-50K,650-699,2011,133259,68,1,Mercedes,3 Series,Leased,Single,Some College,Renter,Employed Full-Time,Male,Email,Cold Call,Tablet,No,Yes,Yes,No,Yes,No,Northeast,89826,Yes,No,Business,Other,None,No,High,Low,1,11,No,Occasional,Yes,2,600K+,1000-1500,Yes,Yes,Low,Yes,Yes,Low,High,No,Yes,Yes
87,75-100K,600-649,2010,22765,75,1,Nissan,C-Class,Financed,Widowed,Bachelor's Degree,Living with Family,Employed Part-Time,Other,Phone,Website,Desktop,No,No,No,No,Yes,Yes,West,62947,Yes,No,Personal,Spanish,None,Yes,High,High,5,18,No,Regular,No,5,600K+,1000-1500,No,No,Low,No,Yes,Medium,Medium,No,Yes,No
31,75-100K,650-699,2008,67585,65,0,Ford,C-Class,Leased,Married,Doctorate,Living with Family,Employed Part-Time,Female,Mail,Event,Tablet,Yes,No,Yes,No,Yes,No,South,19965,Yes,No,Business,Spanish,Veteran,No,Low,Low,2,31,Yes,Regular,Yes,3,100-200K,500-1000,Yes,Yes,Low,No,Yes,High,High,Yes,No,Yes
63,100-150K,650-699,2022,11079,85,1,Hyundai,3 Series,Leased,Divorced,Bachelor's Degree,Living with Family,Self-Employed,Female,Email,Email Campaign,Mobile,No,Yes,Yes,Yes,No,No,Northeast,75860,No,No,Mixed,English,Active Duty,Yes,High,Low,4,20,Yes,Regular,Yes,4,600K+,<500,No,No,Low,No,Yes,Low,Medium,Yes,No,No
33,<30K,700-749,2015,95924,46,0,Honda,Elantra,Financed,Married,Bachelor's Degree,Living with Family,Self-Employed,Female,Mail,Event,Mobile,Yes,Yes,Yes,Yes,No,Yes,West,59923,Yes,Yes,Mixed,English,Active Duty,Yes,Low,Medium,4,8,No,Occasional,No,3,600K+,2000+,Yes,No,High,Yes,Yes,High,Medium,No,Yes,No
74,30-50K,600-649,2015,68096,32,0,BMW,3 Series,Leased,Divorced,Associate Degree,Homeowner,Unemployed,Male,Text,Email Campaign,Desktop,Yes,No,No,No,No,No,Northeast,59947,No,No,Mixed,English,Veteran,No,Medium,Low,5,36,No,Regular,Yes,2,200-400K,500-1000,No,No,Low,No,No,Low,Low,No,No,No
85,30-50K,650-699,2016,196056,79,0,Volkswagen,Sorento,Financed,Widowed,Some College,Homeowner,Employed Full-Time,Male,Email,Event,Tablet,Yes,Yes,Yes,No,Yes,Yes,Northeast,72021,Yes,Yes,Business,Other,Veteran,Yes,Medium,Low,2,5,No,Occasional,Yes,2,200-400K,1500-2000,Yes,Yes,Low,Yes,Yes,High,Low,No,No,No
55,75-100K,750-800,2019,141710,79,1,Nissan,Sorento,Financed,Married,Doctorate,Living with Family,Employed Part-Time,Other,Mail,Email Campaign,Mobile,No,No,No,Yes,Yes,No,South,57943,No,No,Personal,Spanish,Veteran,Yes,High,High,3,18,No,None,Yes,6,400-600K,1500-2000,No,Yes,Medium,No,Yes,High,Low,No,Yes,No
59,150K+,650-699,2022,114584,87,1,Mercedes,Silverado,Owned,Widowed,Bachelor's Degree,Homeowner,Self-Employed,Male,Mail,Referral,Tablet,No,No,No,No,Yes,Yes,Midwest,27907,No,Yes,Mixed,Spanish,None,No,Medium,Low,5,31,Yes,Occasional,Yes,2,<100K,2000+,Yes,Yes,High,No,No,High,Low,No,Yes,Yes
70,30-50K,<600,2007,39500,28,0,Toyota,Elantra,Owned,Divorced,Bachelor's Degree,Renter,Unemployed,Female,Mail,Website,Mobile,Yes,Yes,Yes,No,No,Yes,West,33803,Yes,No,Business,English,Veteran,Yes,Medium,Medium,2,2,Yes,Occasional,Yes,5,100-200K,1500-2000,No,No,Medium,Yes,Yes,Low,Low,Yes,No,No
84,50-75K,700-749,2014,52094,79,1,BMW,Corolla,Leased,Married,High School,Homeowner,Unemployed,Female,Phone,Referral,Mobile,Yes,No,Yes,Yes,Yes,No,Midwest,58679,Yes,Yes,Personal,Spanish,Veteran,No,High,High,1,22,Yes,None,Yes,2,400-600K,500-1000,No,No,Medium,Yes,Yes,Low,Medium,No,Yes,No
39,<30K,600-649,2006,127219,21,1,Hyundai,Sorento,Financed,Widowed,Some College,Living with Family,Employed Part-Time,Other,Text,Event,Tablet,No,No,Yes,Yes,Yes,No,South,44517,No,No,Personal,Other,None,No,High,High,1,39,No,None,Yes,3,<100K,2000+,No,Yes,Low,No,Yes,Low,Medium,No,No,No
32,50-75K,600-649,2008,25233,34,0,Kia,F-150,Owned,Married,Some College,Homeowner,Employed Part-Time,Male,Mail,Referral,Desktop,Yes,No,No,No,Yes,No,Midwest,89423,Yes,Yes,Personal,Other,Active Duty,Yes,Medium,Low,1,23,No,Occasional,Yes,5,200-400K,2000+,Yes,Yes,Medium,Yes,Yes,Low,High,Yes,Yes,No
62,75-100K,<600,2011,50625,60,1,Kia,Silverado,Leased,Married,Master's Degree,Living with Family,Retired,Female,Phone,Email Campaign,Mobile,No,No,Yes,Yes,Yes,No,South,96184,Yes,No,Business,Spanish,None,No,Medium,Medium,4,20,Yes,None,Yes,4,600K+,1000-1500,No,No,Medium,No,Yes,Low,High,No,Yes,Yes
83,100-150K,<600,2014,1721,82,1,Nissan,Silverado,Owned,Divorced,High School,Living with Family,Self-Employed,Other,Email,Website,Desktop,No,No,Yes,Yes,No,No,Midwest,40539,No,No,Personal,Other,Active Duty,Yes,High,High,3,30,Yes,Occasional,Yes,5,200-400K,<500,No,Yes,High,No,No,Medium,Medium,Yes,Yes,Yes
80,75-100K,600-649,2017,14189,64,0,Nissan,Sorento,Owned,Divorced,Master's Degree,Living with Family,Employed Part-Time,Female,Email,Referral,Desktop,No,No,Yes,Yes,No,No,West,29400,Yes,No,Personal,Spanish,None,Yes,High,Medium,3,5,No,None,No,6,100-200K,500-1000,No,Yes,Medium,No,Yes,Low,Low,Yes,Yes,Yes
69,50-75K,650-699,2013,112739,47,0,BMW,Jetta,Owned,Single,Doctorate,Renter,Unemployed,Female,Text,Referral,Mobile,No,Yes,No,Yes,No,No,Midwest,67732,Yes,Yes,Personal,Other,Active Duty,Yes,High,High,1,3,Yes,None,Yes,3,<100K,1000-1500,Yes,No,Medium,No,Yes,Medium,High,Yes,Yes,No
23,30-50K,700-749,2022,126622,45,0,Volkswagen,Civic,Leased,Single,Bachelor's Degree,Living with Family,Retired,Male,Text,Referral,Desktop,No,Yes,No,Yes,No,Yes,Northeast,60940,No,No,Personal,English,Active Duty,No,Low,Medium,5,6,No,Occasional,Yes,2,100-200K,2000+,No,Yes,High,Yes,No,Medium,Medium,No,Yes,Yes
31,50-75K,650-699,2016,179388,59,1,BMW,3 Series,Leased,Divorced,Some College,Living with Family,Self-Employed,Male,Text,Cold Call,Desktop,No,Yes,Yes,No,No,Yes,Northeast,60096,Yes,No,Personal,Other,Veteran,No,Medium,Low,3,28,Yes,Regular,Yes,5,600K+,500-1000,Yes,No,Low,Yes,No,High,Low,Yes,No,Yes
46,50-75K,<600,2022,139712,34,0,Ford,Civic,Financed,Married,Doctorate,Homeowner,Self-Employed,Female,Mail,Event,Mobile,No,Yes,Yes,Yes,Yes,Yes,Northeast,90213,No,Yes,Mixed,English,Veteran,Yes,Medium,High,4,8,No,None,No,2,400-600K,1500-2000,No,Yes,High,Yes,Yes,High,Medium,Yes,No,No
32,100-150K,650-699,2012,194606,53,0,Chevrolet,Silverado,Owned,Married,Bachelor's Degree,Living with Family,Unemployed,Other,Text,Cold Call,Desktop,No,No,Yes,No,No,No,Northeast,78242,Yes,No,Business,English,Veteran,No,High,High,5,24,Yes,Regular,No,4,400-600K,1000-1500,No,No,High,No,No,Low,High,Yes,No,No
79,50-75K,<600,2007,189437,78,0,Kia,F-150,Owned,Married,Bachelor's Degree,Renter,Self-Employed,Female,Phone,Referral,Mobile,Yes,No,Yes,No,No,Yes,Northeast,21952,Yes,No,Mixed,Spanish,Veteran,No,High,Low,5,10,No,None,No,1,100-200K,1000-1500,Yes,Yes,High,Yes,Yes,Medium,Medium,No,No,No
58,<30K,600-649,2010,30816,50,0,Honda,Silverado,Owned,Divorced,High School,Renter,Unemployed,Female,Phone,Email Campaign,Mobile,Yes,Yes,No,No,No,No,Northeast,88802,Yes,Yes,Mixed,Spanish,None,Yes,Low,High,2,3,No,Regular,Yes,1,600K+,2000+,No,No,High,Yes,Yes,Medium,High,Yes,No,Yes
71,50-75K,650-699,2019,196433,65,1,Volkswagen,3 Series,Owned,Single,Associate Degree,Renter,Self-Employed,Female,Phone,Cold Call,Tablet,Yes,No,No,Yes,Yes,No,South,79081,No,Yes,Mixed,English,None,Yes,Low,Low,5,5,No,None,No,4,600K+,1000-1500,No,No,High,No,No,Medium,High,Yes,No,Yes
30,30-50K,600-649,2005,30987,36,1,Toyota,Elantra,Leased,Single,Doctorate,Homeowner,Retired,Female,Mail,Website,Mobile,No,Yes,Yes,Yes,No,No,Northeast,50340,No,No,Personal,English,None,No,Medium,Medium,5,39,Yes,Regular,Yes,3,200-400K,1500-2000,No,Yes,Low,Yes,No,High,Low,No,No,No
38,30-50K,600-649,2018,194664,19,0,Toyota,Sorento,Financed,Divorced,Master's Degree,Living with Family,Employed Full-Time,Male,Text,Event,Desktop,Yes,No,Yes,No,No,Yes,West,34560,Yes,No,Mixed,Spanish,None,Yes,Medium,Medium,1,31,Yes,Occasional,No,3,100-200K,2000+,No,Yes,High,No,Yes,High,High,No,Yes,No
31,50-75K,800+,2021,40390,76,0,Chevrolet,3 Series,Financed,Divorced,Associate Degree,Homeowner,Employed Full-Time,Other,Email,Referral,Tablet,Yes,No,No,Yes,Yes,No,Northeast,87894,Yes,No,Business,English,Veteran,No,Low,Low,3,40,Yes,Occasional,Yes,2,200-400K,1000-1500,No,No,Low,Yes,No,High,High,No,Yes,Yes
80,30-50K,600-649,2022,134757,70,0,Ford,Silverado,Leased,Divorced,Master's Degree,Renter,Self-Employed,Male,Text,Email Campaign,Desktop,Yes,Yes,No,No,No,Yes,Midwest,13800,No,Yes,Personal,Spanish,Veteran,Yes,Medium,Medium,2,38,No,None,No,3,200-400K,500-1000,Yes,No,Low,Yes,Yes,Low,Medium,Yes,No,No
67,30-50K,700-749,2019,123350,67,1,Chevrolet,Silverado,Owned,Divorced,Associate Degree,Renter,Employed Part-Time,Other,Text,Event,Mobile,No,Yes,Yes,No,Yes,No,West,70455,Yes,No,Business,Other,None,Yes,High,High,4,6,No,None,Yes,3,600K+,1500-2000,No,No,High,Yes,Yes,Medium,Medium,Yes,No,Yes
50,50-75K,650-699,2023,113022,50,0,Mercedes,Jetta,Financed,Married,Some College,Living with Family,Employed Full-Time,Other,Mail,Website,Tablet,No,No,Yes,No,Yes,No,West,19123,Yes,No,Business,Spanish,None,Yes,Low,High,2,37,Yes,Regular,Yes,4,600K+,1000-1500,No,No,High,Yes,No,Medium,Low,No,No,No
47,50-75K,600-649,2007,152758,36,0,Toyota,Jetta,Leased,Widowed,Some College,Renter,Employed Full-Time,Female,Phone,Website,Tablet,No,Yes,No,Yes,Yes,No,West,91948,No,No,Business,Spanish,Active Duty,Yes,High,High,4,8,Yes,None,No,3,400-600K,500-1000,No,Yes,High,Yes,Yes,Low,High,Yes,No,No
64,<30K,650-699,2009,22194,38,0,Honda,C-Class,Financed,Widowed,Master's Degree,Homeowner,Unemployed,Other,Mail,Email Campaign,Mobile,No,No,Yes,Yes,No,Yes,West,41031,No,No,Mixed,Other,Active Duty,Yes,Low,Low,4,23,Yes,None,No,6,<100K,500-1000,No,No,Low,Yes,Yes,High,Medium,Yes,No,Yes
77,50-75K,650-699,2015,140255,77,1,Toyota,Elantra,Financed,Widowed,Master's Degree,Living with Family,Self-Employed,Female,Text,Event,Mobile,Yes,Yes,No,No,Yes,No,Midwest,85085,Yes,No,Mixed,Other,Veteran,No,Medium,High,2,32,Yes,Occasional,No,2,600K+,1000-1500,No,No,High,Yes,Yes,Low,Low,Yes,No,No
52,100-150K,700-749,2010,68485,61,1,Chevrolet,Elantra,Owned,Single,Associate Degree,Homeowner,Employed Part-Time,Other,Email,Cold Call,Mobile,No,Yes,No,Yes,Yes,No,Northeast,94182,No,Yes,Personal,English,Active Duty,No,Medium,Medium,4,34,Yes,Occasional,No,4,200-400K,500-1000,No,Yes,Medium,No,No,Low,Medium,Yes,Yes,No
26,75-100K,650-699,2018,160035,50,0,Nissan,3 Series,Financed,Divorced,High School,Renter,Retired,Female,Mail,Referral,Tablet,Yes,No,Yes,No,Yes,Yes,Northeast,11567,No,Yes,Mixed,English,None,No,Medium,High,3,16,Yes,Regular,Yes,5,<100K,<500,Yes,Yes,Low,Yes,Yes,Low,High,No,Yes,Yes
34,75-100K,600-649,2010,66410,41,0,Nissan,Elantra,Leased,Single,Doctorate,Renter,Self-Employed,Female,Text,Event,Desktop,Yes,No,Yes,No,No,No,Northeast,43847,No,Yes,Business,English,Active Duty,Yes,High,Medium,2,31,Yes,Regular,No,2,600K+,<500,No,No,High,Yes,Yes,High,Low,No,No,Yes
72,50-75K,650-699,2020,39021,61,0,Toyota,Corolla,Leased,Widowed,Associate Degree,Homeowner,Self-Employed,Female,Phone,Email Campaign,Tablet,No,No,No,No,Yes,Yes,Northeast,60387,No,Yes,Mixed,Other,Active Duty,No,High,Medium,4,3,Yes,Occasional,No,1,400-600K,1000-1500,Yes,Yes,Low,Yes,No,Low,High,No,No,Yes
55,100-150K,650-699,2016,127533,63,1,Ford,Elantra,Leased,Married,Some College,Homeowner,Employed Part-Time,Male,Email,Cold Call,Mobile,Yes,No,No,No,Yes,Yes,South,17347,No,Yes,Business,English,Veteran,No,High,Low,2,37,Yes,Regular,Yes,6,100-200K,1500-2000,Yes,No,Low,Yes,Yes,Low,Low,Yes,Yes,Yes
77,50-75K,600-649,2006,80566,37,0,Ford,Elantra,Leased,Married,Master's Degree,Homeowner,Employed Full-Time,Male,Mail,Email Campaign,Tablet,Yes,Yes,Yes,No,No,No,South,25833,Yes,No,Personal,English,None,Yes,Medium,High,1,17,Yes,Occasional,Yes,6,200-400K,2000+,Yes,No,High,Yes,Yes,High,Low,No,Yes,Yes
54,50-75K,750-800,2020,21160,56,0,Toyota,Corolla,Owned,Single,Doctorate,Living with Family,Retired,Female,Mail,Cold Call,Tablet,Yes,Yes,Yes,No,No,No,Midwest,32878,Yes,Yes,Mixed,Spanish,None,Yes,High,Medium,3,26,Yes,None,Yes,2,<100K,2000+,Yes,No,Low,Yes,No,Low,Low,Yes,No,Yes
70,30-50K,600-649,2011,29538,52,0,Honda,Elantra,Financed,Married,Some College,Living with Family,Employed Full-Time,Male,Text,Event,Desktop,No,No,No,No,Yes,Yes,Northeast,80432,Yes,Yes,Personal,Spanish,None,Yes,Low,High,4,37,No,Occasional,Yes,6,200-400K,500-1000,Yes,No,High,Yes,Yes,Low,Medium,Yes,No,Yes
69,50-75K,750-800,2007,123467,60,1,Volkswagen,Elantra,Owned,Widowed,Some College,Homeowner,Retired,Female,Email,Cold Call,Mobile,Yes,No,Yes,No,No,Yes,South,26673,Yes,Yes,Business,English,Veteran,No,Medium,Medium,2,21,Yes,Occasional,Yes,6,600K+,500-1000,Yes,Yes,Medium,No,Yes,Low,Medium,No,No,Yes
44,75-100K,<600,2018,192984,54,0,Chevrolet,Silverado,Financed,Widowed,Master's Degree,Homeowner,Retired,Male,Phone,Cold Call,Desktop,Yes,No,Yes,No,No,No,Northeast,69302,No,Yes,Personal,Other,Veteran,No,Low,High,3,18,Yes,None,Yes,1,400-600K,1000-1500,Yes,No,Low,Yes,No,Medium,High,No,Yes,No
77,100-150K,650-699,2019,184523,97,1,Toyota,F-150,Financed,Divorced,Master's Degree,Homeowner,Self-Employed,Female,Text,Email Campaign,Tablet,Yes,Yes,No,Yes,No,Yes,Northeast,60194,No,No,Mixed,English,Active Duty,No,Low,Low,5,4,Yes,Regular,No,2,600K+,<500,No,Yes,Low,Yes,No,Medium,Medium,No,No,Yes
42,75-100K,700-749,2007,97730,50,0,BMW,Elantra,Financed,Single,Bachelor's Degree,Living with Family,Retired,Other,Text,Cold Call,Tablet,No,Yes,Yes,No,Yes,Yes,West,33437,No,Yes,Personal,English,Active Duty,Yes,High,High,4,9,Yes,None,Yes,3,400-600K,2000+,Yes,No,Medium,No,No,Low,Low,Yes,No,Yes
74,50-75K,600-649,2007,5776,39,0,Chevrolet,Sorento,Leased,Divorced,Bachelor's Degree,Living with Family,Self-Employed,Other,Text,Cold Call,Tablet,No,No,No,Yes,No,Yes,South,39724,No,No,Business,English,Veteran,No,Medium,Medium,2,39,Yes,None,No,2,100-200K,500-1000,Yes,Yes,High,Yes,No,Low,High,No,No,No
